run_index,run_id,model_id,aptamer_id,serial_number,aptamer_name,nucleic_acid_type,aptamer_length,target_normalized,target_type,target_length,target_source_database,target_source_id,target_match,resolution_method,validation_reason,experimental_affinity_raw,experimental_kd_nm,doi,pubmed,yaml_path
104,task5_0104,UTEXAS_10000432_R458,UTEXAS_10000432,10000432,M22,RNA,87,"4,4′-methylenedianiline (MDA)",ligand,,PubChem,7577,"4,4′-methylenedianiline",PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 12 μM,12000,https://doi.org/10.1016/j.bbrc.2003.12.030,https://pubmed.ncbi.nlm.nih.gov/14706642/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0104.yaml
105,task5_0105,UTEXAS_10000433_R459,UTEXAS_10000433,10000433,SL-1,DNA,102,Sialyllactose,ligand,,PubChem,123914,Sialyllactose,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Not reported,,https://doi.org/10.1016/j.bmc.2003.12.009,https://pubmed.ncbi.nlm.nih.gov/14980623/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0105.yaml
106,task5_0106,UTEXAS_10000434_R460,UTEXAS_10000434,10000434,SL-2,DNA,102,Sialyllactose,ligand,,PubChem,123914,Sialyllactose,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Not reported,,https://doi.org/10.1016/j.bmc.2003.12.009,https://pubmed.ncbi.nlm.nih.gov/14980623/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0106.yaml
107,task5_0107,UTEXAS_10000435_R461,UTEXAS_10000435,10000435,SL-3,DNA,102,Sialyllactose,ligand,,PubChem,123914,Sialyllactose,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Not reported,,https://doi.org/10.1016/j.bmc.2003.12.009,https://pubmed.ncbi.nlm.nih.gov/14980623/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0107.yaml
108,task5_0108,UTEXAS_10000436_R462,UTEXAS_10000436,10000436,SL-4,DNA,102,Sialyllactose,ligand,,PubChem,123914,Sialyllactose,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Not reported,,https://doi.org/10.1016/j.bmc.2003.12.009,https://pubmed.ncbi.nlm.nih.gov/14980623/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0108.yaml
109,task5_0109,UTEXAS_10000437_R463,UTEXAS_10000437,10000437,SL-5,DNA,102,Sialyllactose,ligand,,PubChem,123914,Sialyllactose,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Not reported,,https://doi.org/10.1016/j.bmc.2003.12.009,https://pubmed.ncbi.nlm.nih.gov/14980623/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0109.yaml
110,task5_0110,UTEXAS_10000438_R464,UTEXAS_10000438,10000438,SL-6,DNA,103,Sialyllactose,ligand,,PubChem,123914,Sialyllactose,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Not reported,,https://doi.org/10.1016/j.bmc.2003.12.009,https://pubmed.ncbi.nlm.nih.gov/14980623/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0110.yaml
111,task5_0111,UTEXAS_10000439_R465,UTEXAS_10000439,10000439,SL-7,DNA,102,Sialyllactose,ligand,,PubChem,123914,Sialyllactose,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Not reported,,https://doi.org/10.1016/j.bmc.2003.12.009,https://pubmed.ncbi.nlm.nih.gov/14980623/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0111.yaml
112,task5_0112,UTEXAS_10000440_R466,UTEXAS_10000440,10000440,SL-8,DNA,102,Sialyllactose,ligand,,PubChem,123914,Sialyllactose,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Not reported,,https://doi.org/10.1016/j.bmc.2003.12.009,https://pubmed.ncbi.nlm.nih.gov/14980623/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0112.yaml
113,task5_0113,UTEXAS_10000441_R467,UTEXAS_10000441,10000441,SL-9,DNA,103,Sialyllactose,ligand,,PubChem,123914,Sialyllactose,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Not reported,,https://doi.org/10.1016/j.bmc.2003.12.009,https://pubmed.ncbi.nlm.nih.gov/14980623/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0113.yaml
114,task5_0114,UTEXAS_10000442_R468,UTEXAS_10000442,10000442,SL-10,DNA,102,Sialyllactose,ligand,,PubChem,123914,Sialyllactose,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Not reported,,https://doi.org/10.1016/j.bmc.2003.12.009,https://pubmed.ncbi.nlm.nih.gov/14980623/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0114.yaml
115,task5_0115,UTEXAS_10000443_R469,UTEXAS_10000443,10000443,SL-11,DNA,102,Sialyllactose,ligand,,PubChem,123914,Sialyllactose,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 4.9 μM,4900,https://doi.org/10.1016/j.bmc.2003.12.009,https://pubmed.ncbi.nlm.nih.gov/14980623/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0115.yaml
116,task5_0116,UTEXAS_10000444_R470,UTEXAS_10000444,10000444,SL-12,DNA,103,Sialyllactose,ligand,,PubChem,123914,Sialyllactose,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Not reported,,https://doi.org/10.1016/j.bmc.2003.12.009,https://pubmed.ncbi.nlm.nih.gov/14980623/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0116.yaml
117,task5_0117,UTEXAS_10000445_R471,UTEXAS_10000445,10000445,SL-13,DNA,103,Sialyllactose,ligand,,PubChem,123914,Sialyllactose,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Not reported,,https://doi.org/10.1016/j.bmc.2003.12.009,https://pubmed.ncbi.nlm.nih.gov/14980623/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0117.yaml
118,task5_0118,UTEXAS_10000446_R472,UTEXAS_10000446,10000446,SL-14,DNA,103,Sialyllactose,ligand,,PubChem,123914,Sialyllactose,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Not reported,,https://doi.org/10.1016/j.bmc.2003.12.009,https://pubmed.ncbi.nlm.nih.gov/14980623/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0118.yaml
119,task5_0119,UTEXAS_10000447_R473,UTEXAS_10000447,10000447,SL-15,DNA,80,Sialyllactose,ligand,,PubChem,123914,Sialyllactose,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Not reported,,https://doi.org/10.1016/j.bmc.2003.12.009,https://pubmed.ncbi.nlm.nih.gov/14980623/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0119.yaml
120,task5_0120,UTEXAS_10000448_R474,UTEXAS_10000448,10000448,SL-16,DNA,78,Sialyllactose,ligand,,PubChem,123914,Sialyllactose,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Not reported,,https://doi.org/10.1016/j.bmc.2003.12.009,https://pubmed.ncbi.nlm.nih.gov/14980623/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0120.yaml
121,task5_0121,UTEXAS_10000449_R475,UTEXAS_10000449,10000449,SL-17,DNA,81,Sialyllactose,ligand,,PubChem,123914,Sialyllactose,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Not reported,,https://doi.org/10.1016/j.bmc.2003.12.009,https://pubmed.ncbi.nlm.nih.gov/14980623/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0121.yaml
122,task5_0122,UTEXAS_10000450_R476,UTEXAS_10000450,10000450,SL-18,DNA,81,Sialyllactose,ligand,,PubChem,123914,Sialyllactose,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Not reported,,https://doi.org/10.1016/j.bmc.2003.12.009,https://pubmed.ncbi.nlm.nih.gov/14980623/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0122.yaml
123,task5_0123,UTEXAS_10000472_R498,UTEXAS_10000472,10000472,apt1,RNA,69,"Receptor activator of NF-kappaB (RANK), Human",protein,616,UniProt,Q9Y6Q6,Tumor necrosis factor receptor superfamily member 11A (Osteoclast differentiation factor receptor) (ODFR) (Receptor activator of NF-KB) (CD antigen CD265),UNIPROT_EXACT_GENE,UNIPROT_EXACT_GENE,Kd: 0.33 uM,330,https://doi.org/10.1093/nar/gkh949,https://pubmed.ncbi.nlm.nih.gov/15562003/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0123.yaml
124,task5_0124,UTEXAS_10000473_R499,UTEXAS_10000473,10000473,apt2,RNA,70,"Receptor activator of NF-kappaB (RANK), Human",protein,616,UniProt,Q9Y6Q6,Tumor necrosis factor receptor superfamily member 11A (Osteoclast differentiation factor receptor) (ODFR) (Receptor activator of NF-KB) (CD antigen CD265),UNIPROT_EXACT_GENE,UNIPROT_EXACT_GENE,Kd: 1.8 uM,1800,https://doi.org/10.1093/nar/gkh949,https://pubmed.ncbi.nlm.nih.gov/15562003/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0124.yaml
125,task5_0125,UTEXAS_10000474_R500,UTEXAS_10000474,10000474,apt3,RNA,69,"Receptor activator of NF-kappaB (RANK), Human",protein,616,UniProt,Q9Y6Q6,Tumor necrosis factor receptor superfamily member 11A (Osteoclast differentiation factor receptor) (ODFR) (Receptor activator of NF-KB) (CD antigen CD265),UNIPROT_EXACT_GENE,UNIPROT_EXACT_GENE,Kd: 5.8 uM,5800,https://doi.org/10.1093/nar/gkh949,https://pubmed.ncbi.nlm.nih.gov/15562003/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0125.yaml
126,task5_0126,UTEXAS_10000475_R501,UTEXAS_10000475,10000475,3.1,RNA,71,"Tumor necrosis factor alpha (hTNFα), Human",protein,343,UniProt,Q9BXJ8,Transmembrane protein 120A (Protein TACAN) (Transmembrane protein induced by tumor necrosis factor alpha),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.800,Not reported,,https://doi.org/10.1016/s1672-0229(04)02005-4,https://pubmed.ncbi.nlm.nih.gov/15629041/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0126.yaml
127,task5_0127,UTEXAS_10000476_R502,UTEXAS_10000476,10000476,7.5,RNA,71,"Tumor necrosis factor alpha (hTNFα), Human",protein,343,UniProt,Q9BXJ8,Transmembrane protein 120A (Protein TACAN) (Transmembrane protein induced by tumor necrosis factor alpha),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.800,Not reported,,https://doi.org/10.1016/s1672-0229(04)02005-4,https://pubmed.ncbi.nlm.nih.gov/15629041/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0127.yaml
128,task5_0128,UTEXAS_10000477_R503,UTEXAS_10000477,10000477,12,RNA,71,"Tumor necrosis factor alpha (hTNFα), Human",protein,343,UniProt,Q9BXJ8,Transmembrane protein 120A (Protein TACAN) (Transmembrane protein induced by tumor necrosis factor alpha),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.800,Not reported,,https://doi.org/10.1016/s1672-0229(04)02005-4,https://pubmed.ncbi.nlm.nih.gov/15629041/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0128.yaml
129,task5_0129,UTEXAS_10000478_R504,UTEXAS_10000478,10000478,14.8,RNA,71,"Tumor necrosis factor alpha (hTNFα), Human",protein,343,UniProt,Q9BXJ8,Transmembrane protein 120A (Protein TACAN) (Transmembrane protein induced by tumor necrosis factor alpha),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.800,Not reported,,https://doi.org/10.1016/s1672-0229(04)02005-4,https://pubmed.ncbi.nlm.nih.gov/15629041/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0129.yaml
130,task5_0130,UTEXAS_10000479_R505,UTEXAS_10000479,10000479,16.3,RNA,71,"Tumor necrosis factor alpha (hTNFα), Human",protein,343,UniProt,Q9BXJ8,Transmembrane protein 120A (Protein TACAN) (Transmembrane protein induced by tumor necrosis factor alpha),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.800,Not reported,,https://doi.org/10.1016/s1672-0229(04)02005-4,https://pubmed.ncbi.nlm.nih.gov/15629041/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0130.yaml
131,task5_0131,UTEXAS_10000480_R506,UTEXAS_10000480,10000480,18.1,RNA,71,"Tumor necrosis factor alpha (hTNFα), Human",protein,343,UniProt,Q9BXJ8,Transmembrane protein 120A (Protein TACAN) (Transmembrane protein induced by tumor necrosis factor alpha),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.800,Not reported,,https://doi.org/10.1016/s1672-0229(04)02005-4,https://pubmed.ncbi.nlm.nih.gov/15629041/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0131.yaml
132,task5_0132,UTEXAS_10000481_R507,UTEXAS_10000481,10000481,1,RNA,71,"Tumor necrosis factor alpha (hTNFα), Human",protein,343,UniProt,Q9BXJ8,Transmembrane protein 120A (Protein TACAN) (Transmembrane protein induced by tumor necrosis factor alpha),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.800,Not reported,,https://doi.org/10.1016/s1672-0229(04)02005-4,https://pubmed.ncbi.nlm.nih.gov/15629041/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0132.yaml
133,task5_0133,UTEXAS_10000482_R508,UTEXAS_10000482,10000482,2,RNA,71,"Tumor necrosis factor alpha (hTNFα), Human",protein,343,UniProt,Q9BXJ8,Transmembrane protein 120A (Protein TACAN) (Transmembrane protein induced by tumor necrosis factor alpha),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.800,Not reported,,https://doi.org/10.1016/s1672-0229(04)02005-4,https://pubmed.ncbi.nlm.nih.gov/15629041/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0133.yaml
134,task5_0134,UTEXAS_10000483_R509,UTEXAS_10000483,10000483,4,RNA,71,"Tumor necrosis factor alpha (hTNFα), Human",protein,343,UniProt,Q9BXJ8,Transmembrane protein 120A (Protein TACAN) (Transmembrane protein induced by tumor necrosis factor alpha),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.800,Not reported,,https://doi.org/10.1016/s1672-0229(04)02005-4,https://pubmed.ncbi.nlm.nih.gov/15629041/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0134.yaml
135,task5_0135,UTEXAS_10000484_R510,UTEXAS_10000484,10000484,6,RNA,71,"Tumor necrosis factor alpha (hTNFα), Human",protein,343,UniProt,Q9BXJ8,Transmembrane protein 120A (Protein TACAN) (Transmembrane protein induced by tumor necrosis factor alpha),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.800,Not reported,,https://doi.org/10.1016/s1672-0229(04)02005-4,https://pubmed.ncbi.nlm.nih.gov/15629041/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0135.yaml
136,task5_0136,UTEXAS_10000485_R511,UTEXAS_10000485,10000485,8.6,RNA,71,"Tumor necrosis factor alpha (hTNFα), Human",protein,343,UniProt,Q9BXJ8,Transmembrane protein 120A (Protein TACAN) (Transmembrane protein induced by tumor necrosis factor alpha),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.800,Not reported,,https://doi.org/10.1016/s1672-0229(04)02005-4,https://pubmed.ncbi.nlm.nih.gov/15629041/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0136.yaml
137,task5_0137,UTEXAS_10000486_R512,UTEXAS_10000486,10000486,9,RNA,71,"Tumor necrosis factor alpha (hTNFα), Human",protein,343,UniProt,Q9BXJ8,Transmembrane protein 120A (Protein TACAN) (Transmembrane protein induced by tumor necrosis factor alpha),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.800,Not reported,,https://doi.org/10.1016/s1672-0229(04)02005-4,https://pubmed.ncbi.nlm.nih.gov/15629041/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0137.yaml
138,task5_0138,UTEXAS_10000487_R513,UTEXAS_10000487,10000487,10,RNA,71,"Tumor necrosis factor alpha (hTNFα), Human",protein,343,UniProt,Q9BXJ8,Transmembrane protein 120A (Protein TACAN) (Transmembrane protein induced by tumor necrosis factor alpha),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.800,Not reported,,https://doi.org/10.1016/s1672-0229(04)02005-4,https://pubmed.ncbi.nlm.nih.gov/15629041/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0138.yaml
139,task5_0139,UTEXAS_10000488_R514,UTEXAS_10000488,10000488,11.7,RNA,71,"Tumor necrosis factor alpha (hTNFα), Human",protein,343,UniProt,Q9BXJ8,Transmembrane protein 120A (Protein TACAN) (Transmembrane protein induced by tumor necrosis factor alpha),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.800,Not reported,,https://doi.org/10.1016/s1672-0229(04)02005-4,https://pubmed.ncbi.nlm.nih.gov/15629041/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0139.yaml
140,task5_0140,UTEXAS_10000489_R515,UTEXAS_10000489,10000489,13.2,RNA,71,"Tumor necrosis factor alpha (hTNFα), Human",protein,343,UniProt,Q9BXJ8,Transmembrane protein 120A (Protein TACAN) (Transmembrane protein induced by tumor necrosis factor alpha),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.800,Not reported,,https://doi.org/10.1016/s1672-0229(04)02005-4,https://pubmed.ncbi.nlm.nih.gov/15629041/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0140.yaml
141,task5_0141,UTEXAS_10000490_R516,UTEXAS_10000490,10000490,17.9,RNA,71,"Tumor necrosis factor alpha (hTNFα), Human",protein,343,UniProt,Q9BXJ8,Transmembrane protein 120A (Protein TACAN) (Transmembrane protein induced by tumor necrosis factor alpha),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.800,Not reported,,https://doi.org/10.1016/s1672-0229(04)02005-4,https://pubmed.ncbi.nlm.nih.gov/15629041/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0141.yaml
142,task5_0142,UTEXAS_10000491_R517,UTEXAS_10000491,10000491,20.4,RNA,71,"Tumor necrosis factor alpha (hTNFα), Human",protein,343,UniProt,Q9BXJ8,Transmembrane protein 120A (Protein TACAN) (Transmembrane protein induced by tumor necrosis factor alpha),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.800,Not reported,,https://doi.org/10.1016/s1672-0229(04)02005-4,https://pubmed.ncbi.nlm.nih.gov/15629041/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0142.yaml
143,task5_0143,UTEXAS_10000492_R518,UTEXAS_10000492,10000492,15,RNA,71,"Tumor necrosis factor alpha (hTNFα), Human",protein,343,UniProt,Q9BXJ8,Transmembrane protein 120A (Protein TACAN) (Transmembrane protein induced by tumor necrosis factor alpha),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.800,Not reported,,https://doi.org/10.1016/s1672-0229(04)02005-4,https://pubmed.ncbi.nlm.nih.gov/15629041/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0143.yaml
144,task5_0144,UTEXAS_10000530_R556,UTEXAS_10000530,10000530,Aptamer 1,DNA,86,Fibronectin,ligand,,PubChem,13085557,Fibronectin,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Not reported,,https://doi.org/10.1016/j.bmcl.2004.05.042,https://pubmed.ncbi.nlm.nih.gov/15225715/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0144.yaml
145,task5_0145,UTEXAS_10000531_R557,UTEXAS_10000531,10000531,Aptamer 2,DNA,86,Fibronectin,ligand,,PubChem,13085557,Fibronectin,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Not reported,,https://doi.org/10.1016/j.bmcl.2004.05.042,https://pubmed.ncbi.nlm.nih.gov/15225715/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0145.yaml
146,task5_0146,UTEXAS_10000541_R570,UTEXAS_10000541,10000541,Apt- 14.3,DNA,96,Ethanolamine,ligand,,PubChem,700,Ethanolamine,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 6 ± 3 nM,6,http://doi.org/10.1016/j.bbrc.2005.10.172,https://pubmed.ncbi.nlm.nih.gov/16289104/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0146.yaml
147,task5_0147,UTEXAS_10000542_R571,UTEXAS_10000542,10000542,Apt- 11.4,DNA,96,Ethanolamine,ligand,,PubChem,700,Ethanolamine,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 9 ± 5 nM,9,http://doi.org/10.1016/j.bbrc.2005.10.172,https://pubmed.ncbi.nlm.nih.gov/16289104/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0147.yaml
148,task5_0148,UTEXAS_10000543_R572,UTEXAS_10000543,10000543,Apt- 2.3,DNA,96,Ethanolamine,ligand,,PubChem,700,Ethanolamine,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 17 ± 4 nM,17,http://doi.org/10.1016/j.bbrc.2005.10.172,https://pubmed.ncbi.nlm.nih.gov/16289104/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0148.yaml
149,task5_0149,UTEXAS_10000544_R573,UTEXAS_10000544,10000544,Apt- 9.6,DNA,96,Ethanolamine,ligand,,PubChem,700,Ethanolamine,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 15 ± 4 nM,15,http://doi.org/10.1016/j.bbrc.2005.10.172,https://pubmed.ncbi.nlm.nih.gov/16289104/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0149.yaml
150,task5_0150,UTEXAS_10000545_R574,UTEXAS_10000545,10000545,Apt- 9.4,DNA,96,Ethanolamine,ligand,,PubChem,700,Ethanolamine,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 10 ± 2 nM,10,http://doi.org/10.1016/j.bbrc.2005.10.172,https://pubmed.ncbi.nlm.nih.gov/16289104/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0150.yaml
151,task5_0151,UTEXAS_10000546_R575,UTEXAS_10000546,10000546,Apt- 9.1,DNA,96,Ethanolamine,ligand,,PubChem,700,Ethanolamine,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 19 ± 7 nM,19,http://doi.org/10.1016/j.bbrc.2005.10.172,https://pubmed.ncbi.nlm.nih.gov/16289104/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0151.yaml
152,task5_0152,UTEXAS_10000573_R602,UTEXAS_10000573,10000573,ARC224,RNA,90,Vascular endothelial growth factor (VEGF),protein,419,UniProt,P49767,Vascular endothelial growth factor C (VEGF-C) (Flt4 ligand) (Flt4-L) (Vascular endothelial growth factor-related protein) (VRP),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 3.9 nM,3.9,http://doi.org/10.1016/j.chembiol.2004.10.017,https://pubmed.ncbi.nlm.nih.gov/15664512/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0152.yaml
153,task5_0153,UTEXAS_10000577_R606,UTEXAS_10000577,10000577,I-26,DNA,96,Streptavidin,protein,183,UniProt,P22629,Streptavidin,UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 85.2 ± 5.3 nM,85.2,http://doi.org/10.1007/s00216-005-3388-9,https://pubmed.ncbi.nlm.nih.gov/16052344/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0153.yaml
154,task5_0154,UTEXAS_10000578_R607,UTEXAS_10000578,10000578,II-31,DNA,96,Streptavidin,protein,183,UniProt,P22629,Streptavidin,UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 56.7 ± 8.2 nM,56.7,http://doi.org/10.1007/s00216-005-3388-9,https://pubmed.ncbi.nlm.nih.gov/16052344/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0154.yaml
155,task5_0155,UTEXAS_10000579_R608,UTEXAS_10000579,10000579,III-30,DNA,94,Streptavidin,protein,183,UniProt,P22629,Streptavidin,UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 65.5 ± 8.6 nM,65.5,http://doi.org/10.1007/s00216-005-3388-9,https://pubmed.ncbi.nlm.nih.gov/16052344/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0155.yaml
156,task5_0156,UTEXAS_10000580_R609,UTEXAS_10000580,10000580,IV-33,DNA,95,Streptavidin,protein,183,UniProt,P22629,Streptavidin,UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 59.0 ± 7.5,59,http://doi.org/10.1007/s00216-005-3388-9,https://pubmed.ncbi.nlm.nih.gov/16052344/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0156.yaml
157,task5_0157,UTEXAS_10000581_R610,UTEXAS_10000581,10000581,V-2,DNA,96,Streptavidin,protein,183,UniProt,P22629,Streptavidin,UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Not reported,,http://doi.org/10.1007/s00216-005-3388-9,https://pubmed.ncbi.nlm.nih.gov/16052344/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0157.yaml
158,task5_0158,UTEXAS_10000582_R611,UTEXAS_10000582,10000582,F38,RNA,75,RNA-dependent RNA polymerase (3Dpol),protein,1215,UniProt,O14227,RNA-dependent RNA polymerase 1 (Protein rdp1) (EC 2.7.7.48),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.750,Kd: 460 nM,460,https://doi.org/10.1261%2Frna.161006,https://pubmed.ncbi.nlm.nih.gov/17018573/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0158.yaml
159,task5_0159,UTEXAS_10000583_R612,UTEXAS_10000583,10000583,F47,RNA,80,RNA-dependent RNA polymerase (3Dpol),protein,1215,UniProt,O14227,RNA-dependent RNA polymerase 1 (Protein rdp1) (EC 2.7.7.48),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.750,Kd: 375 ± 46 nM,375,https://doi.org/10.1261%2Frna.161006,https://pubmed.ncbi.nlm.nih.gov/17018573/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0159.yaml
160,task5_0160,UTEXAS_10000584_R613,UTEXAS_10000584,10000584,F52,RNA,79,RNA-dependent RNA polymerase (3Dpol),protein,1215,UniProt,O14227,RNA-dependent RNA polymerase 1 (Protein rdp1) (EC 2.7.7.48),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.750,Kd: 625 nM,625,https://doi.org/10.1261%2Frna.161006,https://pubmed.ncbi.nlm.nih.gov/17018573/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0160.yaml
